#,NACE,Sector,Activity number,Activity ,Objective,SCC/DNSH,Attributes,Values
1002,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCM,SCC,Electrified trackside infrastructure ,Electrified trackside infrastructure as defined in Annex II.2
1003,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCM,SCC,Electrification infrastructure,Planned electrification as defined in Annex II.2
1004,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCM,SCC,Transport Activities,Fossil fuel related transport
1005,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCM,DNSH,Climate Adaptation,Appendix A
1006,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCM/CCA,DNSH,Water,Appendix B
1007,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCM/CCA,DNSH,Circular Economy,"Waste threshold for reuse, recycling and recovery"
1008,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCM/CCA,DNSH,Circular Economy,Reduced generation of waste
1009,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCM/CCA,DNSH,Circular Economy,Removal and safe handling of hazardous substances
1010,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCM/CCA,DNSH,Pollution prevention,Compliant infrastructure measure for noise reduction
1011,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCM/CCA,DNSH,Pollution prevention,"Measures taken for the reduction of noise, vibration, dust and pollutant emissions"
1012,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCM/CCA,DNSH,Biodiversity,Appendix D
1013,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCA,SCC,Climate Adaptation Generic,Generic Values
1014,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCA,DNSH,Climate Mitigation,Infrastructure not dedicated to fossil fuel transportation/ storage
1015,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCA,DNSH,Climate Mitigation,Climate proofed infrastructure as per appropriate climate proofing practice
1016,"F42.12, F42.13, M71.12, M71.20, F43.21, H52.21",Transport,6.14,Infrastructure for rail transport,CCA,DNSH,Climate Mitigation,"Carbon footprinting covers scope 1-3 emissions, no additional GHG emissions, conservative assumptions/values/procedures calculation."
1017,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,SCC,Operational infrastructure,Infrastructure of zero tailpipe CO2 emissions vehicles production
1018,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,SCC,Transhipping freight,"Terminal infrastructure/installation for loading, unloading and transhipment of goods"
1019,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,SCC,Public passenger transport,Terminal infrastructure/installation for public passenger transport
1020,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,SCC,Transport Activities,Fossil fuel related transport
1021,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,DNSH,Climate Adaptation,Appendix A
1022,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,DNSH,Water,Appendix B
1023,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,DNSH,Circular Economy,"Waste threshold for reuse, recycling and recovery"
1024,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,DNSH,Circular Economy,Reduced generation of waste
1025,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,DNSH,Circular Economy,Removal and safe handling of hazardous substances
1026,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,DNSH,Pollution prevention,Compliant infrastructure measure for noise reduction
1027,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,DNSH,Pollution prevention,"Measures taken for the reduction of noise, vibration, dust and pollutant emissions"
1028,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,DNSH,Biodiversity,Appendix D
1029,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,DNSH,Biodiversity,Vegetation infrastructure to ensure no spread of invasive species
1030,"F42.11, F42.13, F71.1, F71.20",Transport,6.15,Infrastructure enabling low-carbon road transport and public transport,CCM,DNSH,Biodiversity,Mitigation measures in place to avoid wildlife collisions.
1031,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,SCC,Operational infrastructure,Infrastructure of zero tailpipe CO2 emissions vehicles production
1032,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,SCC,Transhipping freight,"Terminal infrastructure/installation for loading, unloading and transhipment of goods"
1033,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,SCC,Public passenger transport,Terminal infrastructure/installation for public passenger transport
1034,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,SCC,Transport Activities,Fossil fuel related transport
1035,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,DNSH,Climate Adaptation,Appendix A
1036,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,DNSH,Water,Appendix B
1037,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,DNSH,Circular Economy,"Waste threshold for reuse, recycling and recovery"
1038,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,DNSH,Circular Economy,Reduced generation of waste
1039,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,DNSH,Circular Economy,Removal and safe handling of hazardous substances
1040,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,DNSH,Pollution prevention,Compliant infrastructure measure for noise reduction
1041,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,DNSH,Pollution prevention,"Measures taken for the reduction of noise, vibration, dust and pollutant emissions"
1042,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,DNSH,Biodiversity,Appendix D
1043,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,DNSH,Biodiversity,Vegetation infrastructure to ensure no spread of invasive species
1044,"F42.91, F71.1 or F71.20",Transport,6.16,Infrastructure enabling low carbon water transport,CCM,DNSH,Biodiversity,Mitigation measures in place to avoid wildlife collisions.
1045,F41.20 and F42.99,Transport,6.17,Low carbon airport infrastructure,CCM,SCC,Operational infrastructure,Infrastructure of zero tailpipe CO2 emissions product
1046,F41.20 and F42.99,Transport,6.17,Low carbon airport infrastructure,CCM,SCC,Energy provision infrastructure,"Electric charging points, electricity grid connection upgrades, hydrogen refuelling stations"
1047,F41.20 and F42.99,Transport,6.17,Low carbon airport infrastructure,CCM,SCC,Airport infrastructure,Zero direct emissions performance of airport operations
1048,F41.20 and F42.99,Transport,6.17,Low carbon airport infrastructure,CCM,SCC,Transport Activities,Fossil fuel related transport
1049,F41.20 and F42.99,Transport,6.17,Low carbon airport infrastructure,CCM,DNSH,Climate Adaptation,Appendix A
1050,F41.20 and F42.99,Transport,6.17,Low carbon airport infrastructure,CCM,DNSH,Water,Appendix B
1051,F41.20 and F42.99,Transport,6.17,Low carbon airport infrastructure,CCM,DNSH,Circular Economy,"Waste threshold for reuse, recycling and recovery"
1052,F41.20 and F42.99,Transport,6.17,Low carbon airport infrastructure,CCM,DNSH,Circular Economy,Reduced generation of waste
1053,F41.20 and F42.99,Transport,6.17,Low carbon airport infrastructure,CCM,DNSH,Circular Economy,Removal and safe handling of hazardous substances
1054,F41.20 and F42.99,Transport,6.17,Low carbon airport infrastructure,CCM,DNSH,Pollution prevention,"Measures taken for the reduction of noise, vibration, dust and pollutant emissions"
1055,F41.20 and F42.99,Transport,6.17,Low carbon airport infrastructure,CCM,DNSH,Biodiversity,Appendix D
1056,"F42.11, F42.13, F71.1 and F71.20",Transport,6.18,Infrastructure enabling road transport and public transport,CCA,SCC,Climate Adaptation Generic,Generic Values
1057,"F42.11, F42.13, F71.1 and F71.20",Transport,6.18,Infrastructure enabling road transport and public transport,CCA,DNSH,Climate Mitigation,Infrastructure not dedicated to fossil fuel transportation/ storage
1058,"F42.11, F42.13, F71.1 and F71.20",Transport,6.18,Infrastructure enabling road transport and public transport,CCA,DNSH,Climate Mitigation,Climate proofed infrastructure as per appropriate climate proofing practice
1059,"F42.11, F42.13, F71.1 and F71.20",Transport,6.18,Infrastructure enabling road transport and public transport,CCA,DNSH,Climate Mitigation,"Carbon footprinting covers scope 1-3 emissions, no additional GHG emissions, conservative assumptions/values/procedures calculation."
1060,"F42.11, F42.13, F71.1 and F71.20",Transport,6.18,Infrastructure enabling road transport and public transport,CCA,DNSH,Water,Appendix B
1061,"F42.11, F42.13, F71.1 and F71.20",Transport,6.18,Infrastructure enabling road transport and public transport,CCA,DNSH,Circular Economy,"Waste threshold for reuse, recycling and recovery"
1062,"F42.11, F42.13, F71.1 and F71.20",Transport,6.18,Infrastructure enabling road transport and public transport,CCA,DNSH,Circular Economy,Reduced generation of waste
1063,"F42.11, F42.13, F71.1 and F71.20",Transport,6.18,Infrastructure enabling road transport and public transport,CCA,DNSH,Circular Economy,Removal and safe handling of hazardous substances
1064,"F42.11, F42.13, F71.1 and F71.20",Transport,6.18,Infrastructure enabling road transport and public transport,CCA,DNSH,Pollution prevention,Compliant infrastructure measure for noise reduction
1065,"F42.11, F42.13, F71.1 and F71.20",Transport,6.18,Infrastructure enabling road transport and public transport,CCA,DNSH,Pollution prevention,"Measures taken for the reduction of noise, vibration, dust and pollutant emissions"
1066,"F42.11, F42.13, F71.1 and F71.20",Transport,6.18,Infrastructure enabling road transport and public transport,CCA,DNSH,Biodiversity,Appendix D
1067,"F42.11, F42.13, F71.1 and F71.20",Transport,6.18,Infrastructure enabling road transport and public transport,CCA,DNSH,Biodiversity,Vegetation infrastructure to ensure no spread of invasive species
1068,"F42.11, F42.13, F71.1 and F71.20",Transport,6.18,Infrastructure enabling road transport and public transport,CCA,DNSH,Biodiversity,Mitigation measures in place to avoid wildlife collisions.
1069,"F42.91, F71.1 or F71.20",Transport,6.19,Infrastructure for water transport,CCA,SCC,Climate Adaptation Generic,Generic Values
1070,"F42.91, F71.1 or F71.20",Transport,6.19,Infrastructure for water transport,CCA,DNSH,Climate Mitigation,Infrastructure not dedicated to fossil fuel transportation/ storage
1071,"F42.91, F71.1 or F71.20",Transport,6.19,Infrastructure for water transport,CCA,DNSH,Climate Mitigation,Climate proofed infrastructure as per appropriate climate proofing practice
1072,"F42.91, F71.1 or F71.20",Transport,6.19,Infrastructure for water transport,CCA,DNSH,Climate Mitigation,"Carbon footprinting covers scope 1-3 emissions, no additional GHG emissions, conservative assumptions/values/procedures calculation."
1073,"F42.91, F71.1 or F71.20",Transport,6.19,Infrastructure for water transport,CCA,DNSH,Water,Regulatory compliance
1074,"F42.91, F71.1 or F71.20",Transport,6.19,Infrastructure for water transport,CCA,DNSH,Water,Impact assessment on water prior to refurbishment/construction
1075,"F42.91, F71.1 or F71.20",Transport,6.19,Infrastructure for water transport,CCA,DNSH,Water,Technical and ecological mitigation measures to reduce adverse water impact
1076,"F42.91, F71.1 or F71.20",Transport,6.19,Infrastructure for water transport,CCA,DNSH,Water,Compensatory measures implemented
1077,"F42.91, F71.1 or F71.20",Transport,6.19,Infrastructure for water transport,CCA,DNSH,Circular Economy,"Waste threshold for reuse, recycling and recovery"
1078,"F42.91, F71.1 or F71.20",Transport,6.19,Infrastructure for water transport,CCA,DNSH,Circular Economy,Reduced generation of waste
1079,"F42.91, F71.1 or F71.20",Transport,6.19,Infrastructure for water transport,CCA,DNSH,Circular Economy,Removal and safe handling of hazardous substances
1080,"F42.91, F71.1 or F71.20",Transport,6.19,Infrastructure for water transport,CCA,DNSH,Pollution prevention,"Measures taken for the reduction of noise, vibration, dust and pollutant emissions"
1081,"F42.91, F71.1 or F71.20",Transport,6.19,Infrastructure for water transport,CCA,DNSH,Biodiversity,Appendix D
1082,F41.20 and F42.99,Transport,6.20,Airport infrastructure,CCA,SCC,Climate Adaptation Generic,Generic Values
1083,F41.20 and F42.99,Transport,6.20,Airport infrastructure,CCA,DNSH,Climate Mitigation,Infrastructure not dedicated to fossil fuel transportation/ storage
1084,F41.20 and F42.99,Transport,6.20,Airport infrastructure,CCA,DNSH,Climate Mitigation,Climate proofed infrastructure as per appropriate climate proofing practice
1085,F41.20 and F42.99,Transport,6.20,Airport infrastructure,CCA,DNSH,Climate Mitigation,"Carbon footprinting covers scope 1-3 emissions, no additional GHG emissions, conservative assumptions/values/procedures calculation."
1086,F41.20 and F42.99,Transport,6.20,Airport infrastructure,CCA,DNSH,Water,Appendix B
1087,F41.20 and F42.99,Transport,6.20,Airport infrastructure,CCA,DNSH,Circular Economy,"Waste threshold for reuse, recycling and recovery"
1088,F41.20 and F42.99,Transport,6.20,Airport infrastructure,CCA,DNSH,Circular Economy,Reduced generation of waste
1089,F41.20 and F42.99,Transport,6.20,Airport infrastructure,CCA,DNSH,Circular Economy,Removal and safe handling of hazardous substances
1090,F41.20 and F42.99,Transport,6.20,Airport infrastructure,CCA,DNSH,Pollution prevention,"Measures taken for the reduction of noise, vibration, dust and pollutant emissions"
1091,F41.20 and F42.99,Transport,6.20,Airport infrastructure,CCA,DNSH,Biodiversity,Appendix D
1092,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM,SCC,EPC,Energy Performane certification
1093,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM,SCC,Energy demand (PED),PED do not exceed the thershold in nearly zero-energy building
1094,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM,SCC,Size,Larger than 5000m2
1095,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM,SCC,Testing,Testing for air-tightness and thermal integrity performed
1096,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM,SCC,Controls,Quality control processes are in place during the construction process
1097,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM,SCC,Global Warming Potential,The life-cycle Global Warming Potential (GWP) of the building resulting from the construction has been calculated 
1098,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM,SCC,Building type,Residential building or not
1099,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM,DNSH,Climate Adaptation,Appendix A
1100,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Water appliances,Specified water use attest
1101,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Water appliances,Technical specifications
1102,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Water ,Appendix E
1103,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Water,Appendix B
1104,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Waste rycycling,"At least 70 % of the waste genereted on the construction site is prepared for reuse, recycling and other material recovery"
1105,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Waste generation,Limit waste generation
1106,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Waste handling,Specific criteria
1107,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Building deisgn and construction techniques,Specific criteria
1108,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Pollution prevention,Appendix C
1109,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Pollution of building components and materials,"Emit less than 0,06 mg of formaldehyde per m³ of material or component"
1110,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Pollution of building components and materials,"Emit less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component"
1111,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Construction location,Potentially contaminated site (brownfield site) or not
1112,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Construction investigation,Investigation for potential contaminants
1113,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Activity requirements,Specific requirements
1114,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Biodiversity,Appendix D
1115,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCM/CCA,DNSH,Construction location,Specific land-location requirements
1116,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCA,DNSH,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
1117,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCA,DNSH,EPC,Energy Performane certification
1118,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCA,DNSH,Energy demand (PED),PED do not exceed the thershold in nearly zero-energy building
1119,"F41.1, F41.2, F43",Construction and real estate,7.1,Construction of new buildings,CCA,SCC,Climate Adaptation,Generic Values
1120,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM,SCC,Activity requirements,Major rennovation requirements 
1121,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM,SCC,Energy demand (PED),PED reduction of at least 30%
1122,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM,DNSH,Climate Adaptation,Appendix A
1123,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM/CCA,DNSH,Building type,Residential building or not
1124,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM/CCA,DNSH,Water appliances,Water appliance installation
1125,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM/CCA,DNSH,Water appliances,Specified water use attest
1126,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM/CCA,DNSH,Water appliances,Technical specifications
1127,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM/CCA,DNSH,Water  ,Appendix E
1128,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM/CCA,DNSH,Waste rycycling,"At least 70 % of the waste genereted on the construction site is prepared for reuse, recycling and other material recovery"
1129,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM/CCA,DNSH,Waste generation,Limit waste generation
1130,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM/CCA,DNSH,Waste handling,Specific criteria
1131,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM/CCA,DNSH,Building deisgn and construction techniques,Specific criteria
1132,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM/CCA,DNSH,Pollution prevention,Appendix C
1133,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM/CCA,DNSH,Pollution of building components and materials,"Emit less than 0,06 mg of formaldehyde per m³ of material or component"
1134,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM/CCA,DNSH,Pollution of building components and materials,"Emit less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component"
1135,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCM/CCA,DNSH,Emission measures,Measures are taken to reduce emissions
1136,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCA,DNSH,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
1137,"F41, F43",Construction and real estate,7.2,Renovation of existing buildings,CCA,SCC,Climate Adaptation,Generic Values
1138,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28, S95.21, S95.22, C33.12",Construction and real estate,7.3,"Installation, maintenance and repair of energy efficiency equipment",CCM,SCC,Activity description,Activity consists of a specified renovation activity in the DA
1139,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28, S95.21, S95.22, C33.12",Construction and real estate,7.3,"Installation, maintenance and repair of energy efficiency equipment",CCM,SCC,Activity requirements,Comply with minimum requirements set for individual components and systems
1140,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28, S95.21, S95.22, C33.12",Construction and real estate,7.3,"Installation, maintenance and repair of energy efficiency equipment",CCM,SCC,Energy efficiency level,Rated in the top 2 categories
1141,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28, S95.21, S95.22, C33.12",Construction and real estate,7.3,"Installation, maintenance and repair of energy efficiency equipment",CCM,DNSH,Water,Appendix E
1142,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28, S95.21, S95.22, C33.12",Construction and real estate,7.3,"Installation, maintenance and repair of energy efficiency equipment",CCM,DNSH,Climate Adaptation,Appendix A
1143,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28, S95.21, S95.22, C33.12",Construction and real estate,7.3,"Installation, maintenance and repair of energy efficiency equipment",CCM/CCA,DNSH,Pollution prevention,Appendix C
1144,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28, S95.21, S95.22, C33.12",Construction and real estate,7.3,"Installation, maintenance and repair of energy efficiency equipment",CCM/CCA,DNSH,Thermal insulation,Specific requirements for adding thermal insulation to an existing building envelop
1145,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28, S95.21, S95.22, C33.12",Construction and real estate,7.3,"Installation, maintenance and repair of energy efficiency equipment",CCA,SCC,Climate Adaptation,Generic Values
1146,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28, S95.21, S95.22, C33.12",Construction and real estate,7.3,"Installation, maintenance and repair of energy efficiency equipment",CCA,DNSH,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
1147,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28",Construction and real estate,7.4,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,SCC,Activity description,"Installation, maintenance or repair of charging stations for electric vehicles."
1148,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28",Construction and real estate,7.4,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,DNSH,Climate Adaptation,Appendix A
1149,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28",Construction and real estate,7.4,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCA,DNSH,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
1150,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28",Construction and real estate,7.4,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCA,SCC,Climate Adaptation,Generic Values
1151,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28",Construction and real estate,7.5,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,SCC,Activity description,Activity consists of a specified energy performance activity in the DA
1152,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28",Construction and real estate,7.5,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,DNSH,Climate Adaptation,Appendix A
1153,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28",Construction and real estate,7.5,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCA,SCC,Climate Adaptation,Generic Values
1154,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28",Construction and real estate,7.5,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCA,DNSH,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
1155,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28",Construction and real estate,7.6,"Installation, maintenance and repair of renewable energy technologies",CCM,SCC,Activity description,Activity consists of a specified renewable energy technologies activity in the DA
1156,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28",Construction and real estate,7.6,"Installation, maintenance and repair of renewable energy technologies",CCM,DNSH,Climate Adaptation,Appendix A
1157,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28",Construction and real estate,7.6,"Installation, maintenance and repair of renewable energy technologies",CCA,SCC,Climate Adaptation,Generic Values
1158,"F42, F43, M71, C16, C17, C22, C23, C25, C27, C28",Construction and real estate,7.6,"Installation, maintenance and repair of renewable energy technologies",CCA,DNSH,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
1159,L68,Construction and real estate,7.7,Acquisition and ownership of buildings,CCM,SCC,EPC,Energy performane certification
1160,L68,Construction and real estate,7.7,Acquisition and ownership of buildings,CCM,SCC,Building ranking,Within the top 15% of the national or regional building stock expressed as operational Primary Energy Demand (PED)
1161,L68,Construction and real estate,7.7,Acquisition and ownership of buildings,CCM,SCC,Building type,"Residential, non-residential, and large non-residential buildings"
1162,L68,Construction and real estate,7.7,Acquisition and ownership of buildings,CCM,SCC,Building year,Built before/after 31. dec 2020
1163,L68,Construction and real estate,7.7,Acquisition and ownership of buildings,CCM,SCC,Building characteristics,Building meets criteria in Section 7.1 of this Annex
1164,L68,Construction and real estate,7.7,Acquisition and ownership of buildings,CCM,SCC,Energy monitoring,Energy performance monitoring and assessment
1165,L68,Construction and real estate,7.7,Acquisition and ownership of buildings,CCM,DNSH,Climate Adaptation,Appendix A
1166,L68,Construction and real estate,7.7,Acquisition and ownership of buildings,CCA,SCC,Climate Adaptation,Generic Values
1167,L68,Construction and real estate,7.7,Acquisition and ownership of buildings,CCA,DNSH,Building use,"Not dedicated to extraction, storage, transport or manufacture of fossil fuels"
1168,L68,Construction and real estate,7.7,Acquisition and ownership of buildings,CCA,DNSH,EPC,Energy performane certification
1169,L68,Construction and real estate,7.7,Acquisition and ownership of buildings,CCA,DNSH,Building ranking,Within the top 30% of the national or regional building stock expressed as operational Primary Energy Demand (PED)
1170,L68,Construction and real estate,7.7,Acquisition and ownership of buildings,CCA,DNSH,Energy demand (PED),PED do not exceed the threshold in nearly zero-energy building
1171,J63.11,Information and communication,8.1,"Data processing, hosting and related activities",CCM,SCC,Expected practices,Practices for energy management
1172,J63.11,Information and communication,8.1,"Data processing, hosting and related activities",CCM,SCC,Third party implementation verification,Implementation of practices audited and verified at minimum every three years
1173,J63.11,Information and communication,8.1,"Data processing, hosting and related activities",CCM,SCC,Practice exemptions,Provision of expected practice exemption rationale
1174,J63.11,Information and communication,8.1,"Data processing, hosting and related activities",CCM,SCC,Global warming potential (GWP) ,Global warming potential (GWP) of refrigerants do not exceed 675
1175,J63.11,Information and communication,8.1,"Data processing, hosting and related activities",CCM,DNSH,Climate Adaptation,Appendix A
1176,J63.11,Information and communication,8.1,"Data processing, hosting and related activities",CCM/CCA,DNSH,Water,Appendix B
