Reporting/Assessment Type,NACE,Applicable Sector,Activity,Objective,Attributes,Values
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission levels,Within or lower than the emission levels associated with the best available techniques (BAT)
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Effects,No significant cross-media effects occur
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy plant type,Combustion plant with thermal input greater than 1 MW but below the BAT thresholds
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission levels,Emission below limit values in Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy plant location,Located in zones or parts of zones not complying with the air quality limit values in Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Assesssment requirements,Result of the information exchange wich are published by the Commission are taken into account
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Material,Anaerobic digestion of organic material meets requirements in Regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Material use,Produced digestate is used as fertiliser or soil improver
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Anaerobic digestion plant produce amount,Specific requirements for over 100 tonnes per day
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emmision levels,Plant emissions are within or lower than the emission levels associated with the BAT
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emissions levels ,Greenhouse gas emission savings and efficiency
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment and component requirement,"Assessment of equipment and comonents high durability, recyclability, and that are easy to dismantle and refurbish"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Geothermal energy system type,High-enthalpy system or not
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Abatement system,In place to reduce emission levels in accordance with Directives
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission Levels ,Emission below limit values
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emisssion levels,Within or lower than the emission levels associated with the BAT
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Effects,No significant cross-media effects occur
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy plant type,Combustion plant with thermal input greater than 1 MW but below the BAT thresholds
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission levels,Emission below limit values in Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission Levels ,Emission below limit values
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Installation type,Installation falling within the scope of Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission levels,Within or lower than the emission levels associated with the best available techniques (BAT)
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Effects,No significant cross-media effects occur
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy plant type,Combustion plant with thermal input greater than 1 MW but below the BAT thresholds
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission levels,Emission below limit values in Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy plant location,Located in zones or parts of zones not complying with the air quality limit values in Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Assesssment requirements,Result of the information exchange wich are published by the Commission are taken into account
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Material,Anaerobic digestion of organic material meets requirements in Regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Material use,Produced digestate is used as fertiliser or soil improver
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Anaerobic digestion plant produce amount,Specific requirements for over 100 tonnes per day
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emmision levels,Plant emissions are within or lower than the emission levels associated with the BAT
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emissions levels ,Greenhouse gas emission savings and efficiency
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment and component requirement,"Assessment of equipment and comonents high durability, recyclability, and that are easy to dismantle and refurbish"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment requirements,Comply with the top class requirements of the energy label in Regulation and Directive and the best available technology
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy consumption,Average energy consumption
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy consumption,Measure taken to decrease energy consumption 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Leakage level,ILI index (Infrastructure Leakage Index) or another appropiate method
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy consumption,Average energy consumption
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Leakage level,ILI index (Infrastructure Leakage Index) or another appropiate method
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy consumption,"Average energy consumption per treatment plant capacity 
"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy consumption,Measure taken to decrease energy consumption 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission,GHG emissions assesment
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy consumption,"Average energy consumption per treatment plant capacity 
"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy consumption,Measure taken to decrease energy consumption 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission,GHG emissions assesment
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste Management ,Segregation of waste at source
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Leakage control,Measure taken to minimize methane leakage
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy source,Energy generation from biogas
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Leakage control,Measure taken to minimize methane leakage
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy source,Energy generation from biogas
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste Management ,Segregation of biowaste at source
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Material use,Produced digestate is used as fertiliser or soil improver
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Input feedstock,Food and feed crops 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste Management ,Bio-waste requirements
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste Management ,Fertiliser/soil improver 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management ,Non-hazardous waste into secondary raw materials
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Year,Year
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Cell/Gas capture system ,Not taking in further biodegradable waste
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Landfill gas ,"Generation of electricity, heat as biogas "
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Control and monitoring,"Methane emissions, leakages"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Leakage control,CO2 leakages
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Permanent storage ,Underground geological storage of CO2 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Monitored  (Third party regulation) ,Leak detection system 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Improve existing network ,Installation of assets
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 storage,Characterisation and assessment for CO2 storage site
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 storage,CO2 leakage detection system
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 storage,Monitoring plan is in place
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 storage,Compliance with ISO 27914:2017
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Water treatment,Risk management for reusable water in  agricultural irrigation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Water discharges,Compliance to regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste water management,Measures taken to avoid and mitigate excessive storm water overflows from the waste water collection system
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Sewage usage,Compliance to regualtion
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Assessment of GHG emission,GHG emissions from the centralised waste water system
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Water treatment,Risk management for reusable water in  agricultural irrigation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Water discharges,Compliance to regualtion
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste water management,Measures taken to avoid and mitigate excessive storm water overflows from the waste water collection system
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Sewage usage,Compliance to regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Assessment of GHG emission,GHG emissions from the centralised waste water system
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission,Assessment of direct GHG emission from water system
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Segregation of waste in storage
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission level,Emission level
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Fertiliser or soil improver,Nitrogen content (with tolerance level ±25 %) is communicated to the buyer or the entity in charge of taking off the digestate
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Chemical substance,monitoring and contingency plan to minimize methane
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission level,Emission level
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Produced digestate,"The produced digestate meets the requirements for fertilising materials set out in Component Material Categories (CMC) 4 and 5 for digestate or CMC 3 for compost, as applicable, in Annex II to Regulation (EU) 2019/1009, or national rules on fertilisers or soil improvers for agricultural use"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Chemical substance,Nitrogen level
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Chemical substance,monitoring and contingency plan to minimize methane
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Composting plants ,Emission level 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Composting plants ,Requirements for fertilising materials
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Care of landfills,Compliance to requirements
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Care of landfills,Control and monitoring procedures set out in Annex III to that Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Leakage,Monitoring plan for CO2 leakage
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Leakage,Monitoring plan for CO2 leakage
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Compliance with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Leakage,Monitoring plan for CO2 leakage
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Zero direct emission
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 emission product,CO2 emission
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Zero direct emission
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 emission product,CO2 emission
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport activity,Fossil fuel related transport
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 emission product,CO2 emission
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Year,Year
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Road vehicles type
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Engine type,Zero direct emission
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Engine type,Zero direct emission and physical activity 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Vehicles type
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 emission ,Specific CO2 emission
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Year,Year
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 emission product,CO2 emission per vechicle
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Vehicles type
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Fuel type,Advanced biofuels or renewable liquid and gaseous transport fuels of non-biological origin
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport activity,Fossil fuel related transport
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Zero direct emission
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy source,Zero direct emission fuel
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Year,Year
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,"Vehicle type
", Zero direct emissions
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Fuel type,Advanced biofuels or renewable liquid and gaseous transport fuels of non-biological origin
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vessel efficiency ,CO2 emissions EEOI
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport Activities,Fossil fuel related transport
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Year,Year
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Year,Year
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Fuel consumption,Retrofitting activity
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport Activities,Fossil fuel related transport
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type ,Zero direct emissions
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy source,Zero direct emission (plug-in) power 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Direct emissions ,CO2 emissions
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,EEDI,EEDI
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport Activities,Fossil fuel related transport
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Year,Year
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Year,Year
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type ,Zero direct (tailpipe) CO2 emissions
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy source,Zero direct (tailpipe) CO2 emissions or plug-in power 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A, EEDI,EEDI 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Fuel consumption,Retrofitting activity
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport Activities,Fossil fuel related transport
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Infrastructure ,Personal mobility 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Infrastructure ,Cycle logistics
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Infrastructure,Electrified trackside infrastructure
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Infrastructure,Planned electrification 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport Activities,Fossil fuel related transport
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type ,Zero tailpipe CO2 emissions
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transhipping freight,"Terminal infrastructure for loading, unloading and transhipment of goods"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Public passenger transport,Signalling systems 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport Activities,Fossil fuel related transport
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type ,Zero direct CO2 emissions
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Electrical power,Of shore-side electrical power
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transhipping freight,Transhipping freight
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport Activities,Fossil fuel related transport
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Zero direct emission
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy provision,"Electric charging points, electricity grid connection upgrades, hydrogen refuelling stations"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,On ground infrastructure,Electrical power and PCA (preconditioned air)
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport Activities,Fossil fuel related transport
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Measures in place for waste management
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Engine type,Emission limits
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Measures in place for waste management
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Engine type,Emission limits
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport,Transport of fossil fuels
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Measures in place for waste management
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle parts,Compliance with requirements
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management ,Measures in place for waste management
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Reusability threshold
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management ,Measures in place for waste management
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Compliance with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Emission limit
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicles parts,Compliance with requirements
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emissions target,Fleet-wide emission target < M1 & N1 vechicle emission
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Year,Year
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,NEDC values,95 gCO2/km M1 vehicles / 147 gCO2/km N1 vehicles 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,WLTP values,EU fleet-wide targets of gCO2/km 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,"Vehicles of category N1, N2 and N3",Reusability threshold
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management ,Waste management dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicles parts,Compliance with requirements
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicles ,Compliance with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vechicle emission target ,Emissions ≤ reference CO2 emissions
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Waste management dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Inventory of hazardous materials,Management & recycling
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Reusability dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Emission limit
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management ,Waste management dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management ,Reusability dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Compliance with regulations
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport ,Transport of fossil fuels
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management ,Waste management dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Management of hazardous materials,Management & recycling
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Emission limit
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport,Transport of fossil fuels
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management ,Waste management dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reusability dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Inventory of hazardous materials,Activities comply with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Protection of underwater life,Contamination prevention
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Chemical Substance ,Sulphur oxides emissions
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Chemical Substance ,Nitogren oxides emission
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Discharges of black and grey water ,Water discharge
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Protection of underwater life,Contamination prevention
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Protection of underwater life,Biofouling
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Protection of underwater life,Measures taken for Noise and vibrations reduction
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Environmental objective ,Environmental status
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport,Vessel transport of fossil fuels
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Wate management,Waste management dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management ,Reusability dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Management of hazardous materials,Activities comply with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Dedicated facilities
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity compliance ,Activities comply with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Operations compliance ,Waste generation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,,Legal discharge
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,,Sustainable waste management
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Sulphur emission ,Compliance with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Chemical Substance ,Sulphur level
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Compliance with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Chemical Substance ,NOx emissions 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Discharges of black and grey water ,Water discharge
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Products,Toxicity prevention 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Protection of underwater life,Contamination prevention 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Protection of underwater life,Biofouling
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Protection of underwater life,Measures taken for Noise and vibrations reduction
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Environmental objective ,Environmental status
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Waste management dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reusability dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Management of hazardous materials,Activities comply with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management ,Dedicated facilities
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity compliance ,Activities comply with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Operations compliance ,Waste generation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,,Legal discharge
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,,Sustainable waste management
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Chemical Substance ,Sulphur level
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Vehicle type,Compliance with regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Chemical Substance ,NOx emissions 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Discharges of black and grey water ,Water discharge
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Products,Toxicity prevention 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Protection of underwater life,Contamination prevention 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Protection of underwater life,Biofulling 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Protection of underwater life,Measures taken for Noise and vibrations reduction
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Environmental objective ,Environmental status
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reusability threshold
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reduced generation of waste
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Removal and safe handling of hazardous substances
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction maintenance works,"Measures taken for the reduction of noise, vibration, dust and pollutant emissions"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reusability threshold
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reduced generation of waste
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Removal and safe handling of hazardous substances
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction maintenance works,"Measures taken for the reduction of noise, vibration, dust and pollutant emissions"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction maintenance works,Infrastructure measure for noise reduction
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport activity,not dedicated to transport/ storage of fossil fuels
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Infrastructure,Climate proofed infrastructure
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reusability threshold
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reduced generation of waste
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Removal and safe handling of hazardous substances
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction maintenance works,"Measures taken for the reduction of noise, vibration, dust and pollutant emissions"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction maintenance works,Infrastructure measure for noise reduction
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reusability threshold
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reduced generation of waste
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Removal and safe handling of hazardous substances
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction maintenance works,"Measures taken for the reduction of noise, vibration, dust and pollutant emissions"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reusability threshold
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reduced generation of waste
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Removal and safe handling of hazardous substances
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction maintenance works,"Measures taken for the reduction of noise, vibration, dust and pollutant emissions"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport activity,not dedicated to transport/ storage of fossil fuels
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Infrastructure,Climate proofed infrastructure
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reusability threshold
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction maintenance works,"Measures are taken to reduce noise, vibration, dust and pollutant emissions during construction maintenance works."
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Infrastructure,Noise reducing infrastructure 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,,Vegetation along road transport infrastructure ensures invasive species do not spread
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,,Mitigation measures have been implemented to avoid wildlife collisions
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport activity,not dedicated to transport/ storage of fossil fuels
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Infrastructure,Climate proofed infrastructure
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Transport activity,Compliance to regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,,Impact on water assessment 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,,Measures implemented to adverse impact on water
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,,Compensatory measures implemented
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reusability threshold
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction maintenance works,"Measures are taken to reduce noise, vibration, dust and pollutant emissions during construction maintenance works."
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Infrastructure,Climate proofed infrastructure
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management,Reusability threshold
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction maintenance works,"Measures are taken to reduce noise, vibration, dust and pollutant emissions during construction maintenance works."
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Building type,Residential building or not
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Water appliances,Specified water use attest
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Water appliances,Technical specifications
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Appendix B,
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste rycycling,"At least 70 % of the waste genereted on the construction site is prepared for reuse, recycling and other material recovery"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste generation,Limit waste generation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste handling,Specific criteria
